study_hours_per_week,lecture_attendance,homework_avg,midterm_score,practice_solved,sleep_hours_per_night,days_before_exam,group_project_score,extra_consultations,motivation_level,exam_grade
11,51,5.4,33,36,5.0,1,7,3,0,2
36,91,8.3,100,78,8.4,23,85,7,2,5
9,75,6.9,65,56,5.8,12,68,4,2,3
38,91,9.2,82,76,7.9,21,91,7,2,5
31,99,10.0,81,80,7.1,20,79,10,1,5
5,53,4.0,38,25,5.1,1,21,3,0,2
5,65,5.4,43,25,4.8,1,18,3,0,2
40,93,9.4,79,76,7.5,27,95,4,1,5
34,99,9.7,88,79,7.5,25,89,7,1,5
17,70,6.5,57,36,6.2,12,68,4,1,3
36,94,9.2,87,73,7.1,27,84,9,2,5
18,82,7.2,65,63,7.2,18,85,6,1,4
36,97,10.0,86,94,8.3,29,97,7,1,5
30,94,9.7,96,88,8.3,22,94,7,1,5
14,74,5.4,54,57,5.9,14,40,4,2,3
38,89,9.3,93,95,7.7,27,96,4,1,5
32,95,8.5,86,94,8.9,24,88,8,2,5
3,56,4.8,25,1,4.6,9,32,1,0,2
9,78,6.2,46,32,5.7,15,44,5,2,3
36,92,9.1,92,78,8.6,26,83,5,2,5
9,49,4.0,25,36,5.0,5,33,0,0,2
19,76,5.9,63,43,6.3,15,50,3,1,3
27,96,8.9,75,74,7.9,30,94,6,2,5
18,80,6.5,73,56,7.9,14,75,4,0,4
23,92,7.8,73,61,6.7,12,70,3,2,4
29,93,9.7,94,93,7.1,28,79,6,1,5
28,97,9.1,92,75,8.0,30,98,6,0,5
14,80,6.8,49,34,5.9,10,50,3,1,3
35,99,9.1,89,85,8.9,26,84,10,1,5
30,92,8.2,75,65,7.1,17,72,7,2,4
10,76,5.5,60,53,6.0,10,42,4,1,3
37,90,8.1,82,85,7.5,21,94,8,2,5
31,98,9.7,83,76,7.3,21,98,7,2,5
6,67,3.9,32,28,5.9,3,14,2,0,2
15,67,5.7,50,53,6.1,12,40,1,1,3
24,82,8.1,72,71,6.7,16,65,4,2,4
9,60,3.2,31,14,5.6,5,10,2,0,2
6,60,4.9,33,10,4.1,8,25,0,0,2
9,72,6.1,48,36,5.8,5,61,1,1,3
38,99,9.9,100,81,7.2,28,94,4,2,5
40,93,8.7,94,83,7.9,25,83,9,1,5
15,76,6.9,52,54,6.1,14,50,1,0,3
37,92,9.8,76,79,7.7,30,72,10,2,5
26,98,9.9,75,96,9.1,20,87,9,1,5
34,91,8.4,79,84,8.3,29,80,4,1,5
36,100,8.4,75,96,7.9,28,94,5,2,5
23,94,7.9,77,68,6.7,17,85,7,1,4
37,94,8.6,90,84,8.9,23,81,9,2,5
16,88,6.7,65,78,7.9,18,79,6,0,4
9,65,6.8,50,50,6.9,12,65,1,1,3
22,93,7.5,64,62,7.4,11,65,3,2,4
19,71,6.2,52,44,6.1,5,59,1,2,3
6,61,3.7,28,29,4.5,5,8,0,0,2
8,58,6.7,48,40,6.2,13,49,1,1,3
25,80,6.9,77,50,6.6,20,83,4,2,4
21,80,6.8,66,55,7.5,13,73,2,1,4
15,70,6.7,62,51,5.7,13,52,5,1,3
8,62,3.6,34,17,4.4,6,37,1,0,2
9,56,3.6,31,15,4.0,1,27,3,0,2
27,92,7.8,66,65,7.0,14,65,3,1,4
15,91,7.6,77,79,7.9,13,72,7,2,4
38,98,8.7,77,71,8.0,20,81,5,0,5
10,65,6.5,55,37,6.7,8,47,5,0,3
34,89,9.1,79,87,7.2,20,85,8,2,5
27,84,7.1,77,77,6.5,15,74,2,0,4
8,59,5.5,28,6,5.2,6,19,2,0,2
8,51,5.1,31,17,4.5,8,20,0,0,2
8,53,3.4,31,16,5.7,1,3,0,1,2
3,44,4.2,25,27,5.7,2,45,3,0,2
30,75,6.6,70,64,7.1,15,82,2,2,4
26,96,8.3,92,94,7.7,25,95,9,2,5
19,67,6.3,62,43,6.3,14,62,3,1,3
12,78,5.4,53,47,6.7,12,59,4,1,3
2,45,5.2,20,36,4.3,11,7,3,0,2
19,79,5.7,58,53,6.5,7,65,3,1,3
21,88,6.9,62,64,6.6,17,58,5,0,4
33,100,8.9,97,90,7.3,22,91,6,2,5
34,97,8.5,88,93,7.9,29,82,5,2,5
15,81,6.8,69,56,6.7,15,74,6,2,4
14,75,6.1,57,61,6.4,15,53,5,1,3
3,45,3.3,47,17,5.9,6,47,2,0,2
20,73,5.3,64,49,5.7,11,53,2,1,3
7,64,4.5,24,26,4.4,7,16,1,2,2
21,86,6.5,63,52,7.0,14,83,4,1,4
17,71,6.3,46,58,5.8,10,42,4,0,3
10,63,5.9,47,35,6.6,8,64,1,0,3
30,79,8.1,65,65,7.2,19,59,6,2,4
10,54,4.5,25,22,5.5,7,35,3,0,2
11,78,5.4,49,48,6.2,6,49,3,0,3
9,42,5.2,32,13,4.5,5,12,3,0,2
39,99,8.5,98,87,9.0,21,87,7,1,5
8,70,6.7,53,43,6.5,8,54,5,2,3
6,45,3.2,33,0,5.8,6,34,0,0,2
35,92,8.0,84,95,8.7,21,89,7,1,5
10,77,6.5,56,44,6.9,14,60,5,0,3
17,71,6.2,46,30,5.7,9,41,4,1,3
8,69,5.4,53,42,6.0,7,50,3,0,3
28,75,8.2,78,79,7.3,18,62,6,2,4
9,54,5.0,35,10,5.0,3,29,2,1,2
2,50,3.8,37,37,5.1,6,27,3,1,2
30,74,7.3,60,73,6.5,15,64,5,1,4
21,67,5.6,57,35,5.9,16,65,2,1,3
39,94,9.4,81,86,7.8,21,100,9,1,5
28,100,8.8,77,70,7.4,26,95,8,2,5
15,74,6.5,66,40,6.7,7,66,2,0,3
16,94,7.3,68,60,7.2,12,79,5,1,4
19,88,7.4,68,62,7.8,19,63,5,1,4
3,51,4.9,30,28,4.9,1,22,3,0,2
7,51,3.4,22,17,5.2,10,20,3,0,2
16,92,7.7,69,53,7.7,12,85,5,0,4
38,92,8.7,97,78,8.7,22,82,8,1,5
7,63,5.3,50,52,6.2,6,57,1,0,3
3,56,3.8,25,10,5.5,10,24,1,0,2
24,90,6.9,60,59,7.0,10,79,2,2,4
39,97,9.7,86,82,7.0,24,84,6,2,5
11,71,5.1,57,56,5.8,5,60,4,1,3
15,69,5.0,53,47,6.7,15,62,5,2,3
16,70,6.3,64,49,6.7,8,45,5,1,3
2,43,4.0,50,26,4.8,1,49,1,1,2
25,93,8.5,77,97,8.4,24,88,9,2,5
4,62,5.0,28,25,5.8,8,28,0,0,2
7,45,3.5,25,18,4.8,7,14,0,2,2
24,89,9.9,92,91,9.1,28,95,4,2,5
34,98,8.6,98,81,8.2,21,95,7,2,5
4,61,4.9,47,29,4.0,3,35,0,2,2
39,97,9.0,96,79,8.8,26,92,10,2,5
22,92,8.4,81,70,8.0,20,79,4,1,4
7,56,4.9,31,28,5.3,10,29,1,0,2
9,45,3.6,41,23,5.9,9,12,3,0,2
28,87,8.2,73,67,7.0,12,62,7,1,4
7,49,5.0,23,19,4.4,2,4,1,1,2
4,47,3.2,48,4,4.7,6,7,2,0,2
22,76,6.9,76,65,8.0,15,67,4,2,4
4,52,3.6,30,36,6.0,7,25,3,0,2
30,79,7.0,77,56,6.6,15,80,4,1,4
3,56,3.4,30,9,4.1,10,44,1,1,2
8,64,4.6,28,11,4.9,4,18,0,0,2
20,78,8.3,62,76,8.0,19,81,2,2,4
25,92,8.0,95,91,8.6,20,95,5,2,5
40,99,8.0,82,86,7.7,20,87,4,2,5
39,91,8.6,83,92,7.3,27,79,7,2,5
22,77,8.4,80,62,7.6,17,60,6,1,4
28,97,8.1,93,87,8.5,20,93,8,2,5
39,95,9.0,100,76,8.7,23,85,10,2,5
2,40,3.2,46,12,4.2,4,43,3,1,2
20,80,6.1,62,49,5.8,7,43,3,1,3
11,79,6.9,63,59,6.6,8,71,3,2,3
21,58,6.7,66,39,6.8,14,67,2,1,3
4,55,3.8,41,36,4.4,10,6,3,0,2
4,53,5.1,46,25,4.5,8,28,2,0,2
22,79,8.3,77,69,7.4,12,63,2,0,4
25,91,8.1,77,63,7.7,10,81,4,1,4
9,69,5.4,55,33,6.5,9,66,4,2,3
37,92,7.9,99,71,8.7,22,81,8,2,5
18,90,8.1,75,69,6.7,11,82,6,1,4
7,44,4.6,44,22,4.8,1,31,1,1,2
40,99,9.9,100,73,7.7,23,76,10,2,5
7,49,3.6,34,1,4.9,2,30,0,0,2
30,99,9.2,94,91,7.8,21,88,5,2,5
9,60,5.8,61,49,6.6,14,64,1,1,3
2,58,5.3,43,2,5.7,6,20,0,0,2
36,94,8.9,91,76,8.4,26,81,8,1,5
34,99,9.5,88,75,7.7,30,80,5,2,5
14,68,6.5,48,52,6.4,10,68,2,2,3
30,76,7.5,71,75,6.5,10,68,4,2,4
20,64,5.8,47,30,6.4,7,48,5,0,3
28,91,9.5,91,99,8.4,25,100,5,0,5
3,42,4.9,38,17,6.0,4,10,0,0,2
28,81,8.2,72,79,7.0,16,72,3,1,4
35,96,8.9,82,100,7.2,20,77,6,1,5
26,90,8.5,87,72,7.8,27,80,4,2,5
32,90,9.6,80,80,8.0,26,94,7,2,5
16,75,6.2,52,51,5.7,15,50,5,1,3
31,96,8.4,98,74,7.7,23,100,5,1,5
18,83,8.0,75,55,7.1,13,69,7,1,4
16,78,6.4,77,71,7.1,13,69,6,2,4
4,47,4.4,34,1,4.9,1,37,0,2,2
20,74,7.3,71,52,6.8,13,62,2,0,4
28,97,8.3,100,84,8.8,28,84,6,2,5
3,42,4.5,23,3,4.3,4,24,0,1,2
17,89,8.1,76,62,6.9,14,62,4,1,4
5,40,3.1,33,16,4.1,2,24,2,0,2
30,99,9.1,96,96,8.9,25,81,4,2,5
30,91,8.5,85,82,7.9,20,75,10,2,5
18,61,6.1,57,32,5.9,7,54,1,1,3
23,81,6.6,80,52,7.8,11,83,2,2,4
31,93,10.0,80,97,8.1,22,93,4,2,5
31,100,9.8,85,96,7.3,25,96,5,2,5
37,93,9.7,95,80,7.2,28,82,8,2,5
25,79,7.9,58,61,7.8,12,69,6,1,4
17,86,7.6,59,75,7.8,20,63,7,1,4
10,61,4.4,23,0,4.6,7,47,0,1,2
26,93,9.8,86,91,8.6,20,79,8,1,5
13,77,5.1,49,56,6.2,7,53,2,0,3
34,92,8.5,90,89,7.8,30,82,8,2,5
9,64,5.1,54,33,6.3,5,41,3,1,3
12,69,5.5,66,48,6.2,8,56,4,0,3
11,65,5.3,49,56,6.2,13,55,1,1,3
27,95,8.1,92,93,8.0,27,94,5,2,5
17,83,7.7,64,51,7.7,16,84,3,2,4
6,54,4.3,25,33,4.1,9,27,1,0,2
37,96,9.6,87,94,8.9,29,81,8,1,5
12,77,5.5,62,35,6.3,13,45,3,2,3
10,42,3.6,43,26,4.2,4,27,0,1,2
3,47,3.3,38,20,5.2,6,51,1,0,2
19,68,5.9,58,53,6.6,7,69,2,1,3
18,64,5.9,50,41,5.8,9,68,2,1,3
32,96,8.9,78,87,8.9,25,94,7,2,5
17,82,6.7,76,56,7.1,15,84,6,1,4
3,62,5.3,33,23,5.2,10,33,2,0,2
4,40,4.0,38,37,5.3,1,31,3,1,2
8,72,5.6,55,32,6.8,7,38,1,1,3
4,63,4.6,44,38,4.8,6,19,2,0,2
2,59,3.9,48,35,5.3,9,26,3,0,2
24,76,7.7,66,52,7.2,17,64,4,2,4
17,75,5.2,60,51,6.2,11,63,3,1,3
10,65,6.7,61,52,5.5,6,55,3,0,3
38,100,9.9,77,71,7.8,20,75,10,2,5
31,92,8.9,80,69,8.6,21,96,8,2,5
6,47,3.6,48,37,4.1,4,1,3,1,2
30,94,7.4,67,68,7.8,13,80,2,2,4
31,91,8.3,83,100,8.8,24,94,6,2,5
17,67,6.6,55,52,6.0,10,69,3,0,3
23,94,7.6,66,77,7.8,18,61,6,2,4
8,61,3.9,30,8,4.2,8,46,1,0,2
19,83,6.7,68,55,7.9,11,73,7,1,4
3,64,5.3,24,17,5.1,7,20,0,0,2
31,95,9.9,80,91,8.6,22,91,6,2,5
19,73,6.6,50,62,5.5,9,56,2,0,3
8,68,6.9,55,50,5.4,6,68,5,2,3
17,70,5.4,49,60,6.6,7,64,5,2,3
20,94,6.6,68,77,7.0,12,61,4,1,4
2,46,4.7,46,15,4.5,11,17,2,0,2
26,99,8.1,83,98,8.9,28,97,8,1,5
7,42,4.2,43,20,5.4,1,2,0,0,2
31,100,9.3,97,79,8.7,28,100,9,0,5
17,79,5.9,60,33,5.6,9,54,4,1,3
17,75,5.4,55,30,5.9,10,59,4,1,3
34,94,8.7,94,87,8.3,23,79,7,2,5
16,59,5.2,47,45,6.7,9,67,1,0,3
37,96,8.2,86,74,8.5,24,91,6,1,5
9,54,4.7,35,31,4.9,8,34,0,1,2
19,78,5.7,63,35,5.5,14,51,5,0,3
24,94,8.7,77,53,6.8,20,62,5,2,4
19,76,6.4,64,45,6.6,5,48,2,0,3
18,76,6.5,47,39,7.0,12,71,5,1,3
37,94,9.7,92,80,8.9,24,82,4,2,5
16,77,7.2,75,64,6.9,12,77,3,1,4
14,64,6.6,57,53,5.7,9,52,4,0,3
18,89,6.8,60,62,6.8,12,84,5,2,4
34,90,9.0,84,96,7.8,25,74,8,1,5
28,80,7.7,75,51,6.8,10,70,5,2,4
40,98,9.8,100,78,8.3,25,99,9,2,5
23,90,7.1,65,66,6.7,18,80,2,1,4
26,98,8.2,87,88,8.7,27,99,6,0,5
26,91,8.2,61,58,7.0,19,67,7,0,4
5,60,5.0,39,29,4.8,6,39,0,0,2
18,87,7.0,82,53,6.6,16,84,2,1,4
38,99,9.0,85,72,7.1,23,95,10,1,5
39,97,8.8,75,93,7.1,21,77,7,2,5
33,98,8.2,75,93,8.2,28,86,8,2,5
10,41,4.3,45,3,5.0,6,34,2,0,2
8,60,3.0,47,36,4.8,7,43,2,1,2
19,64,5.4,66,31,6.5,6,62,4,0,3
27,97,10.0,95,77,8.3,22,75,8,2,5
36,97,9.2,98,95,7.5,20,97,8,0,5
8,64,5.1,28,11,5.3,3,35,3,1,2
10,41,5.1,20,38,4.8,2,43,1,0,2
30,96,7.6,68,59,6.8,16,67,4,2,4
30,100,8.0,78,83,9.1,20,85,8,2,5
22,89,8.4,74,54,7.1,11,84,3,1,4
8,74,6.2,60,33,5.7,6,44,1,1,3
12,63,5.6,55,53,5.6,7,50,2,2,3
16,81,6.5,50,34,5.5,12,46,3,0,3
14,67,6.3,59,57,5.6,12,56,1,1,3
20,79,7.7,76,80,7.4,9,72,7,1,4
20,77,7.9,73,60,6.8,12,72,3,2,4
5,48,4.5,25,18,5.6,9,28,0,0,2
7,61,3.3,48,14,4.1,1,33,0,0,2
11,63,5.0,47,7,5.8,8,48,3,0,2
4,66,4.3,31,6,4.6,2,44,3,2,2
31,97,8.5,79,93,8.3,30,77,8,2,5
32,99,9.4,88,89,9.0,30,95,10,2,5
9,44,3.8,21,37,4.9,7,26,3,0,2
15,88,7.8,65,55,7.6,17,82,3,1,4
29,84,7.8,70,56,7.0,19,82,4,2,4
36,96,9.4,97,84,8.3,27,77,5,1,5
4,49,3.3,30,11,4.4,8,17,0,0,2
9,57,3.0,37,10,5.9,1,15,3,0,2
19,94,7.3,71,54,7.8,16,60,3,0,4
36,98,8.4,90,97,8.3,25,82,10,2,5
16,68,6.6,58,42,6.2,9,44,4,1,3
31,84,8.2,71,79,7.1,17,74,7,2,4
38,91,9.3,100,79,8.5,20,88,5,2,5
27,79,7.9,74,72,6.9,12,71,5,1,4
18,95,6.7,70,49,7.0,10,72,3,2,4
2,57,5.0,34,7,5.0,9,13,3,0,2
31,98,9.4,99,81,8.0,27,86,8,2,5
30,99,10.0,86,91,7.6,30,77,5,1,5
7,42,5.5,42,23,5.6,7,38,1,0,2
17,85,8.5,73,66,6.8,17,65,2,1,4
14,88,8.1,73,48,7.4,16,83,5,2,4
17,74,6.7,56,50,5.7,8,70,1,1,3
13,59,5.5,50,49,6.0,5,52,1,1,3
29,84,8.1,71,70,7.0,18,65,6,1,4
28,85,8.0,76,54,7.9,20,82,4,1,4
26,100,8.4,80,69,8.2,24,96,4,1,5
21,75,7.4,68,70,6.9,15,65,6,2,4
24,96,9.1,94,70,7.0,22,98,7,2,5
28,90,9.0,88,75,7.1,24,86,9,2,5
19,85,8.2,68,54,7.5,20,68,5,1,4
7,57,4.8,32,9,6.1,7,22,1,0,2
25,90,8.9,96,89,7.3,21,92,7,1,5
26,93,8.6,75,86,7.1,20,76,9,2,5
15,61,5.3,52,38,6.0,6,70,5,2,3
32,94,9.3,77,100,8.8,28,86,7,2,5
25,93,8.1,98,81,7.9,29,92,7,2,5
18,94,7.7,80,67,7.8,15,83,5,1,4
20,68,7.0,58,60,5.7,6,44,4,1,3
36,96,10.0,73,93,8.7,24,83,7,2,5
2,53,4.8,46,29,4.1,5,9,2,1,2
7,44,5.2,26,36,4.2,5,30,3,0,2
28,91,8.4,71,72,6.4,11,67,7,0,4
5,56,3.9,52,33,4.4,4,50,3,0,2
3,47,5.2,28,5,5.1,6,30,1,1,2
25,95,7.7,77,66,8.0,12,85,2,1,4
7,46,4.6,30,7,5.4,3,43,3,0,2
29,95,7.3,58,58,7.6,14,77,7,2,4
28,91,8.8,79,71,7.1,26,84,9,2,5
8,56,4.6,31,13,4.1,6,35,2,0,2
34,93,9.9,82,83,7.7,21,94,4,2,5
17,94,8.2,75,78,7.2,20,85,5,2,4
16,69,6.6,60,36,6.3,14,55,4,0,3
18,75,6.0,50,43,6.4,5,57,3,1,3
32,92,8.4,96,99,8.0,22,84,7,1,5
10,47,3.5,32,2,4.3,1,38,1,0,2
5,41,4.1,35,2,5.4,10,16,0,0,2
18,72,6.9,62,57,6.4,13,54,2,0,3
32,90,8.9,76,88,7.2,20,86,10,2,5
2,60,4.8,21,0,4.6,6,28,2,0,2
5,55,3.4,22,22,4.4,4,21,2,1,2
16,79,7.5,62,74,7.4,15,77,6,2,4
37,90,8.0,98,78,7.8,24,100,10,2,5
20,83,7.7,70,66,6.9,16,69,2,2,4
4,41,3.6,26,36,4.9,8,34,2,0,2
20,81,8.6,71,69,7.6,14,82,5,1,4
36,92,9.1,83,100,7.6,29,100,8,1,5
7,65,4.6,32,2,5.9,4,14,1,0,2
27,78,6.6,80,60,6.7,13,85,5,1,4
25,90,7.9,64,80,7.5,14,83,3,2,4
4,47,3.9,37,34,5.2,10,42,2,0,2
10,53,5.5,42,22,5.8,2,44,2,1,2
20,60,5.2,49,41,6.7,5,60,4,0,3
37,92,9.9,98,79,8.5,26,79,8,2,5
19,77,7.0,75,66,7.0,10,64,7,1,4
10,52,3.1,31,26,4.8,2,36,2,0,2
6,48,5.2,44,14,5.5,9,21,1,0,2
12,63,5.4,66,36,6.0,14,41,4,0,3
17,78,8.1,67,74,7.3,16,80,2,1,4
15,72,5.6,49,42,5.5,9,55,3,0,3
39,99,8.5,86,86,7.5,23,100,6,2,5
7,45,3.5,43,0,4.8,4,18,0,0,2
21,86,8.7,74,66,7.8,15,60,2,2,4
27,99,8.6,74,81,9.0,27,88,9,2,5
13,71,5.7,47,51,6.8,15,44,3,0,3
7,49,4.8,34,6,4.4,10,22,1,2,2
8,45,5.1,22,5,4.8,3,21,1,1,2
5,57,4.6,42,6,5.4,4,44,3,0,2
16,69,6.3,47,53,5.6,13,45,2,1,3
10,55,3.4,26,17,5.7,7,22,3,0,2
5,48,4.0,40,34,5.9,3,15,0,1,2
8,51,4.4,25,22,5.6,4,23,0,0,2
26,91,9.2,87,74,7.3,27,98,10,0,5
13,67,6.4,56,41,6.4,7,60,4,2,3
27,96,6.8,63,80,7.5,10,81,6,2,4
8,65,6.5,46,42,5.8,10,49,4,2,3
2,40,4.4,25,4,4.1,6,12,3,0,2
8,49,5.5,22,18,5.5,5,27,0,1,2
25,96,9.3,81,71,7.6,23,78,4,2,5
21,78,8.2,73,53,7.7,15,68,5,2,4
26,93,8.3,65,64,7.5,11,72,4,2,4
40,90,8.5,100,82,8.2,30,99,10,0,5
8,40,4.7,39,23,6.0,1,13,3,0,2
27,94,7.4,62,58,7.2,18,77,6,2,4
8,46,4.4,44,37,4.3,9,14,3,0,2
17,88,7.7,69,59,7.1,17,68,5,1,4
9,53,4.6,20,10,5.7,1,43,2,1,2
14,88,6.4,70,51,6.7,13,79,2,1,4
5,61,4.4,39,12,5.2,10,27,2,0,2
8,47,4.9,35,28,4.6,5,2,1,1,2
2,50,3.0,45,19,4.6,7,2,1,0,2
31,94,8.7,85,96,7.2,23,83,10,1,5
29,93,7.2,64,54,7.7,13,72,5,1,4
15,59,5.3,51,55,5.9,8,39,2,1,3
5,59,4.0,40,7,4.4,8,28,0,1,2
20,63,5.2,44,39,5.6,12,60,1,1,3
22,91,8.4,69,78,7.0,18,74,7,2,4
18,76,5.6,45,56,6.8,7,67,4,1,3
32,96,9.6,79,84,7.1,25,81,6,1,5
22,95,6.5,63,64,7.8,18,77,6,1,4
36,92,7.9,88,91,7.6,20,74,9,2,5
4,52,4.2,50,13,4.6,1,35,3,1,2
33,95,8.2,78,80,8.7,23,80,5,2,5
36,93,8.8,84,77,7.4,28,98,4,2,5
32,99,8.6,98,93,7.6,22,80,6,2,5
8,47,3.7,44,3,5.7,1,50,0,0,2
18,85,7.2,68,64,7.9,13,66,4,2,4
11,59,6.4,63,54,6.6,6,69,5,0,3
15,78,5.4,61,34,5.8,8,70,3,1,3
2,44,5.1,46,21,5.5,3,19,3,2,2
15,73,5.1,47,42,6.4,5,52,3,2,3
3,43,4.6,29,17,5.6,8,32,0,0,2
11,64,7.0,61,33,7.0,6,50,4,0,3
15,69,5.5,50,53,6.0,7,70,1,1,3
8,60,5.5,38,17,5.7,2,45,2,1,2
31,94,7.5,74,65,7.9,11,61,7,2,4
39,99,8.8,100,77,8.7,21,95,5,2,5
13,71,5.8,47,44,6.9,5,66,4,0,3
29,89,9.7,98,79,7.7,29,90,10,2,5
9,64,4.5,29,3,4.1,5,41,3,0,2
6,47,4.4,39,10,5.1,6,15,1,0,2
19,75,8.1,72,73,7.8,20,65,4,2,4
7,46,4.7,35,23,4.8,8,45,0,1,2
29,85,8.0,65,72,7.4,19,63,7,2,4
8,40,4.2,45,35,5.1,6,0,1,1,2
16,81,7.6,77,57,7.8,18,71,4,2,4
2,56,5.5,47,17,5.1,1,5,0,0,2
7,57,3.2,46,20,5.9,3,28,2,1,2
10,64,4.2,39,1,4.2,1,7,1,0,2
15,65,5.4,51,41,6.1,10,68,5,2,3
8,62,3.4,40,20,4.8,8,46,3,2,2
27,81,7.2,77,65,6.6,11,69,4,1,4
29,92,8.8,74,95,8.3,30,94,5,2,5
20,77,6.7,67,69,7.1,17,81,6,2,4
26,82,8.0,71,51,6.8,16,79,6,2,4
15,82,7.0,73,52,6.9,15,84,3,1,4
40,96,8.5,85,78,7.6,21,88,7,2,5
25,82,6.8,65,70,7.3,15,80,7,1,4
36,95,8.8,82,92,8.8,21,99,5,2,5
33,91,9.6,76,98,8.8,27,100,7,0,5
6,42,3.2,24,12,4.8,5,9,1,0,2
4,44,5.0,27,4,4.3,3,21,1,0,2
36,99,8.0,82,91,7.2,23,78,7,2,5
6,59,5.0,47,39,5.2,9,48,2,0,2
7,50,4.8,26,7,5.3,3,43,3,0,2
28,87,7.6,65,70,6.6,12,68,4,1,4
11,72,7.0,63,31,5.6,7,46,1,0,3
8,40,5.1,21,13,5.2,1,25,0,0,2
32,89,8.2,81,75,7.2,23,98,9,2,5
18,77,6.0,64,52,6.5,7,47,3,2,3
25,99,9.4,99,91,8.0,26,99,9,1,5
27,99,8.2,77,81,7.1,28,78,4,2,5
27,95,8.9,82,78,7.6,28,75,10,1,5
3,51,3.7,49,9,5.7,1,35,1,0,2
31,90,9.8,97,82,8.8,24,83,5,2,5
11,59,4.0,30,29,4.7,2,2,3,1,2
17,71,5.9,55,40,6.7,11,45,1,0,3
28,100,9.0,93,91,8.5,29,94,5,2,5
40,95,10.0,88,79,7.2,27,88,6,2,5
28,99,8.8,81,93,7.3,29,85,9,2,5
28,80,6.6,61,61,7.3,14,70,5,2,4
4,54,5.4,29,29,5.7,5,26,2,1,2
15,63,5.5,48,59,5.5,10,70,1,1,3
19,61,6.7,48,58,6.5,9,50,2,2,3
15,89,7.3,73,53,7.8,16,56,4,0,4
17,66,6.2,54,35,5.9,14,63,2,1,3
10,56,3.8,41,32,4.7,2,44,3,0,2
27,93,8.9,95,70,7.3,29,83,7,2,5
20,75,6.5,45,32,7.0,14,48,1,1,3
12,70,5.1,55,30,6.8,5,53,5,0,3
6,53,4.0,39,5,4.2,8,15,3,1,2
4,40,5.3,28,30,4.6,7,8,3,1,2
33,98,10.0,100,74,7.2,25,87,8,2,5
33,95,9.9,89,90,7.4,25,96,4,2,5
18,94,7.8,73,75,7.5,18,62,7,2,4
31,99,9.5,81,77,7.3,21,98,10,2,5
14,61,5.9,57,53,6.7,11,52,1,0,3
25,75,7.4,66,80,7.0,11,85,6,2,4
11,65,4.3,24,7,5.1,7,3,1,0,2
12,67,5.8,60,56,6.0,7,42,2,1,3
11,70,6.3,50,45,6.5,13,54,2,1,3
6,48,5.4,44,5,4.0,3,10,3,0,2
27,87,7.5,79,55,6.6,18,61,6,1,4
25,96,9.0,77,86,8.5,22,99,9,2,5
4,64,4.8,37,12,4.4,8,6,0,0,2
16,69,6.5,62,63,6.1,12,43,5,0,3
28,77,7.4,66,62,7.4,18,64,7,1,4
10,62,4.9,24,2,4.1,2,16,1,0,2
28,80,6.7,64,77,7.9,14,86,3,0,4
30,96,8.7,76,86,8.4,26,97,7,2,5
7,60,4.3,40,39,5.2,6,31,3,0,2
9,46,3.7,22,7,4.6,10,12,0,1,2
36,95,10.0,82,93,7.7,27,92,6,2,5
24,96,8.3,97,89,8.9,20,79,5,2,5
20,87,8.3,75,74,6.4,19,69,5,2,4
25,84,7.2,74,60,7.6,11,75,7,1,4
8,46,3.5,25,13,4.3,3,42,3,2,2
17,93,7.3,70,71,6.8,15,60,5,2,4
9,79,5.2,57,59,7.0,13,55,2,0,3
7,45,3.9,36,28,5.7,1,45,2,0,2
29,90,8.2,77,64,7.7,14,80,6,2,4
25,85,8.1,77,50,7.6,14,86,7,2,4
27,98,9.5,84,87,8.3,28,97,7,0,5
21,70,5.4,65,34,5.5,11,50,1,0,3
9,73,6.2,64,46,6.3,6,47,5,1,3
9,41,3.5,22,15,4.7,10,18,3,2,2
5,42,5.5,33,20,4.0,1,23,0,1,2
25,100,8.1,85,79,7.1,21,96,6,2,5
7,43,4.4,33,33,5.2,6,22,2,1,2
29,78,8.4,60,58,7.3,16,68,2,1,4
20,76,7.5,68,75,6.9,10,65,2,1,4
29,93,8.9,75,91,8.9,22,82,4,1,5
7,47,4.5,24,29,4.4,8,12,1,0,2
15,75,6.5,61,51,5.7,6,58,1,0,3
17,75,6.5,55,37,6.3,11,59,3,1,3
35,100,8.2,99,78,7.8,22,99,7,1,5
4,41,3.6,29,3,4.4,7,4,2,0,2
14,77,6.8,55,46,6.1,8,68,3,2,3
29,84,8.1,69,67,6.8,14,60,5,0,4
18,90,8.4,63,57,7.1,19,66,6,2,4
7,43,3.8,43,24,4.2,1,34,2,0,2
2,52,5.1,33,29,5.7,5,4,1,1,2
3,50,5.2,45,38,4.1,1,31,0,0,2
6,57,5.0,29,28,5.2,5,16,3,2,2
11,75,6.1,47,36,6.6,11,60,2,1,3
18,75,7.8,68,77,6.9,19,83,6,2,4
20,78,7.2,70,75,6.9,17,79,6,1,4
30,91,8.9,85,94,8.8,22,83,5,2,5
2,57,5.2,50,12,5.3,1,18,3,1,2
20,76,6.8,76,62,7.9,11,62,5,1,4
14,72,5.4,64,41,6.5,10,65,1,0,3
25,98,8.9,75,71,7.5,25,87,8,2,5
3,63,4.0,47,20,5.6,8,14,1,1,2
15,75,8.2,60,70,6.8,12,76,5,2,4
11,47,4.5,23,29,5.7,9,43,2,0,2
